	larva(0)
mov_direction(241)	28,955
mov_direction(242)	28,955
mov_direction(243)	27,266
mov_direction(244)	25,8419
mov_direction(245)	27,266
mov_direction(246)	180
mov_direction(247)	31,0027
mov_direction(248)	28,955
mov_direction(249)	31,0027
mov_direction(250)	33,5573
mov_direction(251)	51,3178
mov_direction(252)	60
mov_direction(253)	55,1501
mov_direction(254)	66,4218
mov_direction(255)	66,4218
mov_direction(256)	78,463
mov_direction(257)	75,5225
mov_direction(258)	90
mov_direction(259)	90
mov_direction(260)	120
mov_direction(261)	180
mov_direction(262)	228,19
mov_direction(263)	180
mov_direction(264)	180
mov_direction(265)	180
mov_direction(266)	180
mov_direction(267)	180
mov_direction(268)	180
mov_direction(269)	180
mov_direction(270)	180
mov_direction(271)	180
mov_direction(272)	180
mov_direction(273)	180
mov_direction(274)	180
mov_direction(275)	180
mov_direction(276)	
mov_direction(277)	180
mov_direction(278)	180
mov_direction(279)	180
mov_direction(280)	90
mov_direction(281)	180
mov_direction(282)	180
mov_direction(283)	180
mov_direction(284)	180
mov_direction(285)	180
mov_direction(286)	60
mov_direction(287)	60
mov_direction(288)	90
mov_direction(289)	90
mov_direction(290)	180
mov_direction(291)	90
mov_direction(292)	180
mov_direction(293)	180
mov_direction(294)	180
mov_direction(295)	180
mov_direction(296)	180
mov_direction(297)	180
mov_direction(298)	180
mov_direction(299)	180
mov_direction(300)	180
mov_direction(301)	180
mov_direction(302)	
mov_direction(303)	
mov_direction(304)	
mov_direction(305)	
mov_direction(306)	
mov_direction(307)	180
mov_direction(308)	270
mov_direction(309)	
mov_direction(310)	
mov_direction(311)	90
mov_direction(312)	90
mov_direction(313)	180
mov_direction(314)	90
mov_direction(315)	90
mov_direction(316)	90
mov_direction(317)	180
mov_direction(318)	60
mov_direction(319)	60
mov_direction(320)	60
mov_direction(321)	180
mov_direction(322)	180
mov_direction(323)	180
mov_direction(324)	180
mov_direction(325)	180
mov_direction(326)	180
mov_direction(327)	60
mov_direction(328)	60
mov_direction(329)	60
mov_direction(330)	60
mov_direction(331)	60
mov_direction(332)	60
mov_direction(333)	120
mov_direction(334)	120
mov_direction(335)	120
mov_direction(336)	180
mov_direction(337)	90
mov_direction(338)	90
mov_direction(339)	
mov_direction(340)	
mov_direction(341)	90
mov_direction(342)	90
mov_direction(343)	48,1897
mov_direction(344)	60
mov_direction(345)	66,4218
mov_direction(346)	90
mov_direction(347)	97,1808
mov_direction(348)	98,2132
mov_direction(349)	97,1808
mov_direction(350)	97,1808
mov_direction(351)	99,5941
mov_direction(352)	101,537
mov_direction(353)	113,578
mov_direction(354)	120
mov_direction(355)	131,81
mov_direction(356)	90
mov_direction(357)	270
mov_direction(358)	
mov_direction(359)	180
mov_direction(360)	180
mov_direction(361)	180
mov_direction(362)	180
mov_direction(363)	240
mov_direction(364)	180
mov_direction(365)	270
mov_direction(366)	270
mov_direction(367)	180
mov_direction(368)	270
mov_direction(369)	180
mov_direction(370)	180
mov_direction(371)	180
mov_direction(372)	180
mov_direction(373)	60
mov_direction(374)	60
mov_direction(375)	90
mov_direction(376)	90
mov_direction(377)	90
mov_direction(378)	109,471
mov_direction(379)	131,81
mov_direction(380)	138,59
mov_direction(381)	180
mov_direction(382)	180
mov_direction(383)	180
mov_direction(384)	180
mov_direction(385)	180
mov_direction(386)	180
mov_direction(387)	180
mov_direction(388)	60
mov_direction(389)	180
mov_direction(390)	180
mov_direction(391)	180
mov_direction(392)	180
mov_direction(393)	180
mov_direction(394)	36,8699
mov_direction(395)	48,1897
mov_direction(396)	53,1301
mov_direction(397)	36,8699
mov_direction(398)	48,1897
mov_direction(399)	70,5288
mov_direction(400)	70,5288
mov_direction(401)	70,5288
mov_direction(402)	70,5288
mov_direction(403)	90
mov_direction(404)	109,471
mov_direction(405)	109,471
mov_direction(406)	131,81
mov_direction(407)	143,13
mov_direction(408)	180
mov_direction(409)	180
mov_direction(410)	180
mov_direction(411)	180
mov_direction(412)	180
mov_direction(413)	180
mov_direction(414)	180
mov_direction(415)	228,19
mov_direction(416)	240
mov_direction(417)	270
mov_direction(418)	300
mov_direction(419)	318,59
mov_direction(420)	300
mov_direction(421)	180
mov_direction(422)	180
mov_direction(423)	180
mov_direction(424)	60
mov_direction(425)	60
mov_direction(426)	180
mov_direction(427)	180
mov_direction(428)	180
mov_direction(429)	90
mov_direction(430)	70,5288
mov_direction(431)	70,5288
mov_direction(432)	90
mov_direction(433)	90
mov_direction(434)	180
mov_direction(435)	180
mov_direction(436)	180
mov_direction(437)	180
mov_direction(438)	180
mov_direction(439)	180
mov_direction(440)	180
mov_direction(441)	180
mov_direction(442)	138,59
mov_direction(443)	126,87
mov_direction(444)	120
mov_direction(445)	126,87
mov_direction(446)	120
mov_direction(447)	120
mov_direction(448)	120
mov_direction(449)	120
mov_direction(450)	126,87
mov_direction(451)	143,13
mov_direction(452)	131,81
mov_direction(453)	180
mov_direction(454)	180
mov_direction(455)	180
mov_direction(456)	180
mov_direction(457)	180
mov_direction(458)	90
mov_direction(459)	180
mov_direction(460)	109,471
mov_direction(461)	180
mov_direction(462)	180
mov_direction(463)	126,87
mov_direction(464)	180
mov_direction(465)	180
mov_direction(466)	143,13
mov_direction(467)	146,443
mov_direction(468)	180
mov_direction(469)	180
mov_direction(470)	180
mov_direction(471)	143,13
mov_direction(472)	143,13
mov_direction(473)	143,13
mov_direction(474)	180
mov_direction(475)	180
mov_direction(476)	180
mov_direction(477)	180
mov_direction(478)	180
mov_direction(479)	180
mov_direction(480)	300
mov_direction(481)	311,81
mov_direction(482)	323,13
mov_direction(483)	332,734
mov_direction(484)	331,045
mov_direction(485)	331,045
mov_direction(486)	331,045
mov_direction(487)	334,158
mov_direction(488)	332,734
mov_direction(489)	180
mov_direction(490)	180
mov_direction(491)	180
mov_direction(492)	180
mov_direction(493)	180
mov_direction(494)	180
mov_direction(495)	180
mov_direction(496)	48,1897
mov_direction(497)	90
mov_direction(498)	90
mov_direction(499)	109,471
mov_direction(500)	90
mov_direction(501)	104,478
mov_direction(502)	101,537
mov_direction(503)	99,5941
mov_direction(504)	113,578
mov_direction(505)	126,87
mov_direction(506)	143,13
mov_direction(507)	126,87
mov_direction(508)	126,87
mov_direction(509)	131,81
mov_direction(510)	146,443
mov_direction(511)	146,443
mov_direction(512)	146,443
mov_direction(513)	180
mov_direction(514)	143,13
mov_direction(515)	138,59
mov_direction(516)	180
mov_direction(517)	180
mov_direction(518)	180
mov_direction(519)	180
mov_direction(520)	270
mov_direction(521)	300
mov_direction(522)	300
mov_direction(523)	306,87
mov_direction(524)	306,87
mov_direction(525)	306,87
mov_direction(526)	318,59
mov_direction(527)	323,13
mov_direction(528)	180
mov_direction(529)	180
mov_direction(530)	180
mov_direction(531)	180
mov_direction(532)	180
mov_direction(533)	180
mov_direction(534)	180
mov_direction(535)	180
mov_direction(536)	180
mov_direction(537)	70,5288
mov_direction(538)	90
mov_direction(539)	90
mov_direction(540)	90
mov_direction(541)	90
mov_direction(542)	90
mov_direction(543)	180
mov_direction(544)	
mov_direction(545)	180
mov_direction(546)	180
mov_direction(547)	180
mov_direction(548)	180
mov_direction(549)	323,13
mov_direction(550)	311,81
mov_direction(551)	323,13
mov_direction(552)	323,13
mov_direction(553)	180
mov_direction(554)	180
mov_direction(555)	180
mov_direction(556)	180
mov_direction(557)	180
mov_direction(558)	60
mov_direction(559)	75,5225
mov_direction(560)	80,4059
mov_direction(561)	90
mov_direction(562)	90
mov_direction(563)	81,7868
mov_direction(564)	99,5941
mov_direction(565)	106,602
mov_direction(566)	109,471
mov_direction(567)	109,471
mov_direction(568)	109,471
mov_direction(569)	109,471
mov_direction(570)	126,87
mov_direction(571)	120
mov_direction(572)	120
mov_direction(573)	124,85
mov_direction(574)	123,749
mov_direction(575)	131,81
mov_direction(576)	131,81
mov_direction(577)	131,81
mov_direction(578)	124,85
mov_direction(579)	120
mov_direction(580)	180
mov_direction(581)	180
mov_direction(582)	326,443
mov_direction(583)	321,058
mov_direction(584)	326,443
mov_direction(585)	321,787
mov_direction(586)	313,433
mov_direction(587)	316,238
mov_direction(588)	313,174
mov_direction(589)	315,585
mov_direction(590)	326,443
mov_direction(591)	334,158
mov_direction(592)	334,158
mov_direction(593)	180
mov_direction(594)	180
mov_direction(595)	180
mov_direction(596)	180
mov_direction(597)	180
mov_direction(598)	180
mov_direction(599)	180
mov_direction(600)	180
mov_direction(601)	180
mov_direction(602)	180
mov_direction(603)	180
mov_direction(604)	180
mov_direction(605)	180
mov_direction(606)	180
mov_direction(607)	180
mov_direction(608)	180
mov_direction(609)	180
mov_direction(610)	180
mov_direction(611)	180
mov_direction(612)	180
mov_direction(613)	180
mov_direction(614)	180
mov_direction(615)	180
mov_direction(616)	180
mov_direction(617)	180
mov_direction(618)	180
mov_direction(619)	180
mov_direction(620)	323,13
mov_direction(621)	311,81
mov_direction(622)	180
mov_direction(623)	180
mov_direction(624)	104,478
mov_direction(625)	75,5225
mov_direction(626)	78,463
mov_direction(627)	78,463
mov_direction(628)	60
mov_direction(629)	53,1301
mov_direction(630)	60
mov_direction(631)	53,1301
mov_direction(632)	180
mov_direction(633)	180
mov_direction(634)	180
mov_direction(635)	180
mov_direction(636)	180
mov_direction(637)	180
mov_direction(638)	180
mov_direction(639)	180
mov_direction(640)	180
mov_direction(641)	180
mov_direction(642)	180
mov_direction(643)	41,4096
mov_direction(644)	41,4096
mov_direction(645)	41,4096
mov_direction(646)	41,4096
mov_direction(647)	53,1301
mov_direction(648)	60
mov_direction(649)	48,1897
mov_direction(650)	90
mov_direction(651)	48,1897
mov_direction(652)	180
mov_direction(653)	180
mov_direction(654)	180
mov_direction(655)	180
mov_direction(656)	180
mov_direction(657)	180
mov_direction(658)	180
mov_direction(659)	180
mov_direction(660)	180
mov_direction(661)	180
mov_direction(662)	180
mov_direction(663)	180
mov_direction(664)	180
mov_direction(665)	180
mov_direction(666)	180
mov_direction(667)	180
mov_direction(668)	318,59
mov_direction(669)	180
mov_direction(670)	180
mov_direction(671)	300
mov_direction(672)	270
mov_direction(673)	270
mov_direction(674)	250,529
mov_direction(675)	255,522
mov_direction(676)	233,13
mov_direction(677)	216,87
mov_direction(678)	180
mov_direction(679)	258,463
mov_direction(680)	258,463
mov_direction(681)	250,529
mov_direction(682)	180
mov_direction(683)	180
mov_direction(684)	135,585
mov_direction(685)	125,685
mov_direction(686)	120
mov_direction(687)	115,377
mov_direction(688)	113,578
mov_direction(689)	114,901
mov_direction(690)	113,578
mov_direction(691)	114,901
mov_direction(692)	112,024
mov_direction(693)	112,024
mov_direction(694)	104,478
mov_direction(695)	98,2132
mov_direction(696)	90
mov_direction(697)	75,5225
mov_direction(698)	70,5288
mov_direction(699)	70,5288
mov_direction(700)	48,1897
mov_direction(701)	48,1897
mov_direction(702)	36,8699
mov_direction(703)	36,8699
mov_direction(704)	31,0027
mov_direction(705)	41,4096
mov_direction(706)	38,9424
mov_direction(707)	48,1897
mov_direction(708)	38,9424
mov_direction(709)	38,9424
mov_direction(710)	51,3178
mov_direction(711)	54,3147
mov_direction(712)	53,1301
mov_direction(713)	53,1301
mov_direction(714)	72,5424
mov_direction(715)	68,6763
mov_direction(716)	72,5424
mov_direction(717)	70,5288
mov_direction(718)	78,463
mov_direction(719)	78,463
mov_direction(720)	70,5288
mov_direction(721)	70,5288
mov_direction(722)	73,3985
mov_direction(723)	73,3985
mov_direction(724)	55,1501
mov_direction(725)	60
mov_direction(726)	60
mov_direction(727)	51,3178
mov_direction(728)	48,1897
mov_direction(729)	48,1897
mov_direction(730)	48,1897
mov_direction(731)	51,3178
mov_direction(732)	38,9424
mov_direction(733)	180
mov_direction(734)	180
mov_direction(735)	180
mov_direction(736)	180
mov_direction(737)	180
mov_direction(738)	180
mov_direction(739)	180
mov_direction(740)	180
mov_direction(741)	180
mov_direction(742)	180
mov_direction(743)	41,4096
mov_direction(744)	64,6231
mov_direction(745)	55,1501
mov_direction(746)	64,6231
mov_direction(747)	64,6231
mov_direction(748)	64,6231
mov_direction(749)	66,4218
mov_direction(750)	75,5225
mov_direction(751)	90
mov_direction(752)	113,578
mov_direction(753)	126,87
mov_direction(754)	126,87
mov_direction(755)	120
mov_direction(756)	109,471
mov_direction(757)	97,1808
mov_direction(758)	90
mov_direction(759)	84,2608
mov_direction(760)	74,1734
mov_direction(761)	90
mov_direction(762)	79,5243
mov_direction(763)	68,6763
mov_direction(764)	62,9643
mov_direction(765)	57,421
mov_direction(766)	41,4096
mov_direction(767)	23,5565
mov_direction(768)	24,62
mov_direction(769)	25,8419
mov_direction(770)	36,8699
mov_direction(771)	180
mov_direction(772)	180
mov_direction(773)	180
mov_direction(774)	180
mov_direction(775)	180
mov_direction(776)	33,5573
mov_direction(777)	73,3985
mov_direction(778)	90
mov_direction(779)	102,84
mov_direction(780)	114,624
mov_direction(781)	112,62
mov_direction(782)	114,624
mov_direction(783)	111,324
mov_direction(784)	115,377
mov_direction(785)	117,818
mov_direction(786)	107,92
mov_direction(787)	98,8499
mov_direction(788)	90
mov_direction(789)	79,5243
mov_direction(790)	53,1301
mov_direction(791)	53,1301
mov_direction(792)	56,251
mov_direction(793)	60
mov_direction(794)	90
mov_direction(795)	104,478
mov_direction(796)	98,2132
mov_direction(797)	101,537
mov_direction(798)	99,5941
mov_direction(799)	101,537
mov_direction(800)	99,5941
mov_direction(801)	98,2132
mov_direction(802)	97,1808
mov_direction(803)	96,3794
mov_direction(804)	82,8192
mov_direction(805)	67,9757
mov_direction(806)	83,6206
mov_direction(807)	90
mov_direction(808)	97,1808
mov_direction(809)	109,471
mov_direction(810)	112,024
mov_direction(811)	112,024
mov_direction(812)	109,471
mov_direction(813)	106,602
mov_direction(814)	98,2132
mov_direction(815)	98,2132
mov_direction(816)	97,1808
mov_direction(817)	102,84
mov_direction(818)	95,2159
mov_direction(819)	90
mov_direction(820)	96,3794
mov_direction(821)	102,84
mov_direction(822)	98,2132
mov_direction(823)	83,6206
mov_direction(824)	62,9643
mov_direction(825)	57,421
mov_direction(826)	57,421
mov_direction(827)	48,1897
mov_direction(828)	48,1897
mov_direction(829)	46,1869
mov_direction(830)	48,1897
mov_direction(831)	49,9948
mov_direction(832)	51,3178
mov_direction(833)	49,9948
mov_direction(834)	56,251
mov_direction(835)	73,3985
mov_direction(836)	104,478
mov_direction(837)	135,585
mov_direction(838)	135,585
mov_direction(839)	135,585
mov_direction(840)	124,85
mov_direction(841)	124,85
mov_direction(842)	148,997
mov_direction(843)	152,734
mov_direction(844)	143,13
mov_direction(845)	131,81
mov_direction(846)	113,578
mov_direction(847)	90
mov_direction(848)	82,8192
mov_direction(849)	97,1808
mov_direction(850)	120
mov_direction(851)	131,81
mov_direction(852)	126,87
mov_direction(853)	66,4218
mov_direction(854)	66,4218
mov_direction(855)	99,5941
mov_direction(856)	97,1808
mov_direction(857)	90
mov_direction(858)	106,602
mov_direction(859)	90
mov_direction(860)	67,9757
mov_direction(861)	72,5424
mov_direction(862)	84,7841
mov_direction(863)	131,81
mov_direction(864)	138,59
mov_direction(865)	144,903
mov_direction(866)	156,444
mov_direction(867)	157,38
mov_direction(868)	180
mov_direction(869)	180
mov_direction(870)	180
mov_direction(871)	180
mov_direction(872)	180
mov_direction(873)	180
mov_direction(874)	180
mov_direction(875)	138,59
mov_direction(876)	104,478
mov_direction(877)	90
mov_direction(878)	90
mov_direction(879)	109,471
mov_direction(880)	180
mov_direction(881)	180
mov_direction(882)	228,19
mov_direction(883)	246,422
mov_direction(884)	240
mov_direction(885)	255,522
mov_direction(886)	270
mov_direction(887)	258,463
mov_direction(888)	260,406
mov_direction(889)	270
mov_direction(890)	293,578
mov_direction(891)	180
mov_direction(892)	180
mov_direction(893)	180
mov_direction(894)	180
mov_direction(895)	180
mov_direction(896)	180
mov_direction(897)	21,7868
mov_direction(898)	180
mov_direction(899)	180
mov_direction(900)	180
mov_direction(901)	180
mov_direction(902)	180
mov_direction(903)	180
mov_direction(904)	300
mov_direction(905)	180
mov_direction(906)	300
mov_direction(907)	270
mov_direction(908)	180
mov_direction(909)	90
mov_direction(910)	48,1897
mov_direction(911)	48,1897
mov_direction(912)	48,1897
mov_direction(913)	70,5288
mov_direction(914)	44,4153
mov_direction(915)	98,2132
mov_direction(916)	60
mov_direction(917)	66,4218
mov_direction(918)	36,8699
mov_direction(919)	60
mov_direction(920)	56,251
mov_direction(921)	60
mov_direction(922)	44,4153
mov_direction(923)	38,9424
mov_direction(924)	60
mov_direction(925)	25,8419
mov_direction(926)	48,1897
mov_direction(927)	41,4096
mov_direction(928)	90
mov_direction(929)	55,1501
mov_direction(930)	60
mov_direction(931)	70,5288
mov_direction(932)	123,749
mov_direction(933)	128,682
mov_direction(934)	124,85
mov_direction(935)	135,585
mov_direction(936)	154,158
mov_direction(937)	131,81
mov_direction(938)	141,058
mov_direction(939)	138,59
mov_direction(940)	141,058
mov_direction(941)	141,058
mov_direction(942)	109,471
mov_direction(943)	104,478
mov_direction(944)	101,537
mov_direction(945)	101,537
mov_direction(946)	70,5288
mov_direction(947)	90
mov_direction(948)	90
mov_direction(949)	90
mov_direction(950)	90
mov_direction(951)	82,8192
mov_direction(952)	83,6206
mov_direction(953)	115,377
mov_direction(954)	120
mov_direction(955)	120
mov_direction(956)	123,749
mov_direction(957)	117,036
mov_direction(958)	120
mov_direction(959)	128,682
mov_direction(960)	131,81
mov_direction(961)	151,045
mov_direction(962)	151,045
mov_direction(963)	120
mov_direction(964)	109,471
mov_direction(965)	113,578
mov_direction(966)	101,537
mov_direction(967)	120
velocity(0)	0,00E+00
velocity(1)	0,00E+00
velocity(2)	0,00E+00
velocity(3)	0,00E+00
velocity(4)	0,00E+00
velocity(5)	0,00E+00
velocity(6)	0,00E+00
velocity(7)	0,00E+00
velocity(8)	0,00E+00
velocity(9)	0,00E+00
velocity(10)	1,42127
velocity(11)	1,78045
velocity(12)	1,56525
velocity(13)	1,7088
velocity(14)	1,74642
velocity(15)	1,48661
velocity(16)	2,46982
velocity(17)	2,52982
velocity(18)	2,19545
velocity(19)	2,05913
velocity(20)	2,28035
velocity(21)	2,41868
velocity(22)	2,84605
velocity(23)	2,60768
velocity(24)	2,05183
velocity(25)	2,1095
velocity(26)	2,37697
velocity(27)	2,47386
velocity(28)	2
velocity(29)	1,52315
velocity(30)	1,44222
velocity(31)	1,34536
velocity(32)	1,06301
velocity(33)	1
velocity(34)	1,40357
velocity(35)	7,66094
velocity(36)	8,09938
velocity(37)	8,32346
velocity(38)	8,2801
velocity(39)	8,24621
velocity(40)	8,27345
velocity(41)	8,2201
velocity(42)	7,86003
velocity(43)	7,88162
velocity(44)	7,76981
velocity(45)	3,26497
velocity(46)	4,22019
velocity(47)	3,88973
velocity(48)	3,08058
velocity(49)	2,52389
velocity(50)	2
velocity(51)	1
velocity(52)	1,06301
velocity(53)	0,707107
velocity(54)	0,447214
velocity(55)	0,5
velocity(56)	0,6
velocity(57)	1,17047
velocity(58)	1,41421
velocity(59)	1,43178
velocity(60)	1,11803
velocity(61)	1,20416
velocity(62)	1,50333
velocity(63)	1,31529
velocity(64)	1,50333
velocity(65)	1,82483
velocity(66)	2,22036
velocity(67)	2,10238
velocity(68)	1,5
velocity(69)	1,90263
velocity(70)	2,13776
velocity(71)	4,52769
velocity(72)	4,55412
velocity(73)	4,31045
velocity(74)	4,66905
velocity(75)	4,86621
velocity(76)	5,40833
velocity(77)	5,60357
velocity(78)	5,31507
velocity(79)	5,33385
velocity(80)	5,0636
velocity(81)	2,28254
velocity(82)	2,5807
velocity(83)	3,48281
velocity(84)	4
velocity(85)	3,94081
velocity(86)	3,78021
velocity(87)	3,70135
velocity(88)	3,86005
velocity(89)	4,10488
velocity(90)	2,64008
velocity(91)	2,14709
velocity(92)	1,47648
velocity(93)	0,565685
velocity(94)	1,33417
velocity(95)	2,4
velocity(96)	2,70185
velocity(97)	2,90172
velocity(98)	3,21403
velocity(99)	3,41321
velocity(100)	3,00832
velocity(101)	3,228
velocity(102)	2,69258
velocity(103)	2,64008
velocity(104)	2,19545
velocity(105)	1,80278
velocity(106)	1,52315
velocity(107)	1,43178
velocity(108)	1,20416
velocity(109)	1,36015
velocity(110)	1,30384
velocity(111)	1,41421
velocity(112)	1,4
velocity(113)	1,45602
velocity(114)	1,45602
velocity(115)	1,23693
velocity(116)	1,52315
velocity(117)	1,9799
velocity(118)	2,12132
velocity(119)	1,70294
velocity(120)	1,7088
velocity(121)	1,55242
velocity(122)	1,64924
velocity(123)	1,64924
velocity(124)	1,64924
velocity(125)	1,94165
velocity(126)	1,55242
velocity(127)	0,640312
velocity(128)	0,282843
velocity(129)	0,316228
velocity(130)	0,412311
velocity(131)	0,5
velocity(132)	0,640312
velocity(133)	0,640312
velocity(134)	0,707107
velocity(135)	0,632456
velocity(136)	0,761577
velocity(137)	0,632456
velocity(138)	0,4
velocity(139)	1,04403
velocity(140)	1,55242
velocity(141)	1,62788
velocity(142)	1,60312
velocity(143)	1,6
velocity(144)	1,6
velocity(145)	1,50333
velocity(146)	1,51327
velocity(147)	1,11803
velocity(148)	0,7
velocity(149)	0,806226
velocity(150)	1,33417
velocity(151)	1,74642
velocity(152)	2,19317
velocity(153)	2,59422
velocity(154)	2,38537
velocity(155)	2,38537
velocity(156)	2,23607
velocity(157)	1,97231
velocity(158)	2,02485
velocity(159)	1,5
velocity(160)	1,61245
velocity(161)	1,43178
velocity(162)	1,11803
velocity(163)	1,33417
velocity(164)	1,48661
velocity(165)	1,7088
velocity(166)	2,1587
velocity(167)	2,37697
velocity(168)	2,35372
velocity(169)	1,89737
velocity(170)	1,74642
velocity(171)	1,36015
velocity(172)	0,7
velocity(173)	0,282843
velocity(174)	0,412311
velocity(175)	0,5
velocity(176)	0,538516
velocity(177)	0,728011
velocity(178)	0,761577
velocity(179)	0,223607
velocity(180)	0,2
velocity(181)	0,3
velocity(182)	1,08167
velocity(183)	1,11803
velocity(184)	1,36015
velocity(185)	1,11803
velocity(186)	0,824621
velocity(187)	0,728011
velocity(188)	0,984886
velocity(189)	0,761577
velocity(190)	0,728011
velocity(191)	0,761577
velocity(192)	0,707107
velocity(193)	0,608276
velocity(194)	0,8
velocity(195)	0,707107
velocity(196)	0,824621
velocity(197)	0,984886
velocity(198)	0,6
velocity(199)	0,5
velocity(200)	0,316228
velocity(201)	0,282843
velocity(202)	0,282843
velocity(203)	0
velocity(204)	0,141421
velocity(205)	0,360555
velocity(206)	0,447214
velocity(207)	0,632456
velocity(208)	0,72111
velocity(209)	0,72111
velocity(210)	1,06301
velocity(211)	1,20416
velocity(212)	0,921954
velocity(213)	0,860233
velocity(214)	0,707107
velocity(215)	0,4
velocity(216)	0,223607
velocity(217)	0,1
velocity(218)	0,2
velocity(219)	0,316228
velocity(220)	0,632456
velocity(221)	0,8544
velocity(222)	0,824621
velocity(223)	0,9
velocity(224)	0,806226
velocity(225)	0,5
velocity(226)	0,3
velocity(227)	0,141421
velocity(228)	0,141421
velocity(229)	0,360555
velocity(230)	0,5
velocity(231)	0,640312
velocity(232)	0,583095
velocity(233)	0,538516
velocity(234)	0,360555
velocity(235)	0,316228
velocity(236)	0,141421
velocity(237)	0,282843
velocity(238)	0,2
velocity(239)	0,2
velocity(240)	0,2
velocity(241)	0,223607
velocity(242)	0,223607
velocity(243)	0,316228
velocity(244)	0,6
velocity(245)	0,5
velocity(246)	0,640312
velocity(247)	0,5
velocity(248)	0,538516
velocity(249)	0,509902
velocity(250)	0,538516
velocity(251)	0,447214
velocity(252)	0,424264
velocity(253)	0,640312
velocity(254)	0,632456
velocity(255)	0,5
velocity(256)	0,761577
velocity(257)	0,538516
velocity(258)	0,447214
velocity(259)	0,316228
velocity(260)	0,223607
velocity(261)	0,4
velocity(262)	0,424264
velocity(263)	0,5
velocity(264)	0,360555
velocity(265)	0,360555
velocity(266)	0,1
velocity(267)	0,141421
velocity(268)	0,1
velocity(269)	0,1
velocity(270)	0,1
velocity(271)	0,1
velocity(272)	0
velocity(273)	0,316228
velocity(274)	0,141421
velocity(275)	0,141421
velocity(276)	0,1
velocity(277)	0
velocity(278)	0
velocity(279)	0,2
velocity(280)	0,1
velocity(281)	0,141421
velocity(282)	0,223607
velocity(283)	0,141421
velocity(284)	0,223607
velocity(285)	0,316228
velocity(286)	0,316228
velocity(287)	0,316228
velocity(288)	0,360555
velocity(289)	0,223607
velocity(290)	0,282843
velocity(291)	0,223607
velocity(292)	0,223607
velocity(293)	0,141421
velocity(294)	0,141421
velocity(295)	0,1
velocity(296)	0,1
velocity(297)	0,141421
velocity(298)	0,141421
velocity(299)	0,2
velocity(300)	0,2
velocity(301)	0,316228
velocity(302)	0,141421
velocity(303)	0,3
velocity(304)	0,223607
velocity(305)	0,223607
velocity(306)	0,4
velocity(307)	0,67082
velocity(308)	0,8544
velocity(309)	0,894427
velocity(310)	0,860233
velocity(311)	1
velocity(312)	0,72111
velocity(313)	0,781025
velocity(314)	0,707107
velocity(315)	0,640312
velocity(316)	0,424264
velocity(317)	0,141421
velocity(318)	0,3
velocity(319)	0,3
velocity(320)	0,223607
velocity(321)	0,223607
velocity(322)	0,2
velocity(323)	0,316228
velocity(324)	0,360555
velocity(325)	0,360555
velocity(326)	0,538516
velocity(327)	0,583095
velocity(328)	0,583095
velocity(329)	0,640312
velocity(330)	0,67082
velocity(331)	0,583095
velocity(332)	0,67082
velocity(333)	0,538516
velocity(334)	0,583095
velocity(335)	0,640312
velocity(336)	0,781025
velocity(337)	1,08167
velocity(338)	1,08167
velocity(339)	1,02956
velocity(340)	0,7
velocity(341)	0,608276
velocity(342)	0,6
velocity(343)	0,5
velocity(344)	0,360555
velocity(345)	0,1
velocity(346)	0,4
velocity(347)	0,728011
velocity(348)	0,7
velocity(349)	0,824621
velocity(350)	0,5
velocity(351)	0,5
velocity(352)	0,5
velocity(353)	0,360555
velocity(354)	0,509902
velocity(355)	0,509902
velocity(356)	0,2
velocity(357)	0,2
velocity(358)	0,282843
velocity(359)	0,3
velocity(360)	0,5
velocity(361)	0,640312
velocity(362)	0,67082
velocity(363)	0,72111
velocity(364)	0,67082
velocity(365)	0,583095
velocity(366)	0,5
velocity(367)	0,640312
velocity(368)	0,282843
velocity(369)	0,141421
velocity(370)	0,1
velocity(371)	0,1
velocity(372)	0,2
velocity(373)	0,360555
velocity(374)	0,360555
velocity(375)	0,5
velocity(376)	0,447214
velocity(377)	0,806226
velocity(378)	0,72111
velocity(379)	0,640312
velocity(380)	0,848528
velocity(381)	0,707107
velocity(382)	0,72111
velocity(383)	0,538516
velocity(384)	0,282843
velocity(385)	0,412311
velocity(386)	0,223607
velocity(387)	0,412311
velocity(388)	0,223607
velocity(389)	0,447214
velocity(390)	0,5
velocity(391)	0,412311
velocity(392)	0,447214
velocity(393)	0,2
velocity(394)	0,316228
velocity(395)	0,316228
velocity(396)	0,141421
velocity(397)	0,282843
velocity(398)	0,223607
velocity(399)	0,3
velocity(400)	0,1
velocity(401)	0,447214
velocity(402)	0,447214
velocity(403)	0,424264
velocity(404)	0,360555
velocity(405)	0,538516
velocity(406)	0,632456
velocity(407)	0,316228
velocity(408)	0,608276
velocity(409)	0,141421
velocity(410)	0,316228
velocity(411)	0,223607
velocity(412)	0,412311
velocity(413)	0,538516
velocity(414)	0,728011
velocity(415)	0,8544
velocity(416)	0,8544
velocity(417)	0,806226
velocity(418)	1,04403
velocity(419)	0,894427
velocity(420)	0,894427
velocity(421)	0,67082
velocity(422)	0,5
velocity(423)	0,424264
velocity(424)	0,2
velocity(425)	0,141421
velocity(426)	0,2
velocity(427)	0,1
velocity(428)	0,141421
velocity(429)	0,1
velocity(430)	0,223607
velocity(431)	0,3
velocity(432)	0,223607
velocity(433)	0,141421
velocity(434)	0,2
velocity(435)	0,3
velocity(436)	0,316228
